Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,NObeyesdad_Normal_Weight,NObeyesdad_Obesity_Type_I,NObeyesdad_Obesity_Type_II,NObeyesdad_Obesity_Type_III,NObeyesdad_Overweight_Level_I,NObeyesdad_Overweight_Level_II,Obesity_Level
1,0.0,0.8749999999999996,0.24623410850422633,no,yes,0.5,0.6089680092188896,Frequently,0,0.5,no,0.6666666666666666,0.5,no,0,0,0,1,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.34733367007778826,0.6249999999999996,0.3369519379531518,yes,yes,0.5,0.6089680092188896,Frequently,0,0.0,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.12386532130228911,0.9250000000000003,0.46654883716590256,yes,no,0.5,0.6089680092188896,Frequently,0,0.5,no,0.3333333333333333,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.9999999999999996,0.92013798441053,yes,yes,0.5,0.0,Sometimes,1,0.5,no,0.3333333333333333,1.0,Sometimes,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.0,0.5249999999999999,0.24623410850422633,no,no,0.5,0.0,Sometimes,0,0.0,no,0.0,0.5,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.20000000000000018,0.18143565889785096,no,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.9060045420165359,0.7250000000000001,0.5313472867722779,no,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.6666666666666666,0.0,no,0,0,0,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.012131146914539315,0.8749999999999996,0.5313472867722779,yes,yes,0.5,0.6089680092188896,Frequently,0,0.0,no,0.0,0.5,Frequently,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.570802018853287,0.6249999999999996,0.46654883716590256,no,yes,1.0,0.6089680092188896,Sometimes,0,1.0,no,0.3333333333333333,1.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.9060045420165359,0.6249999999999996,0.4017503875595272,no,yes,0.5,0.6089680092188896,Sometimes,1,0.0,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.6749999999999994,0.20735503874040118,no,yes,0.5,1.0,Sometimes,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.9750000000000001,0.07775813952765043,yes,yes,1.0,0.6089680092188896,Always,0,1.0,no,1.0,1.0,Sometimes,0,0,0,1,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.30000000000000027,0.12959689921275075,no,yes,0.5,1.0,Always,0,0.5,no,0.0,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.8749999999999996,0.5961457363786531,yes,no,0.5,0.6089680092188896,Sometimes,0,1.0,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.570802018853287,0.7499999999999996,1.0000000000000002,yes,yes,0.5,0.6089680092188896,Sometimes,1,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,1,0,0,0,NObeyesdad_Obesity_Type_II
0,0.6825361932410368,0.2749999999999999,0.27215348834677644,yes,yes,0.0,0.6089680092188896,Always,0,0.5,no,0.0,1.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.570802018853287,0.3500000000000001,0.1166372092914757,yes,yes,0.5,0.0,Frequently,0,0.0,no,0.0,1.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.8749999999999996,0.46654883716590256,no,yes,1.0,1.0,Always,0,1.0,no,0.6666666666666666,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.5249999999999999,0.24623410850422633,no,no,0.5,0.0,Sometimes,0,0.0,no,0.0,0.5,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.8500000000000001,0.23327441858295128,yes,yes,0.5,1.0,Frequently,0,0.5,no,0.6666666666666666,0.5,no,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.6749999999999994,0.29807286818932666,no,yes,0.5,0.6089680092188896,Always,0,0.5,no,1.0,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.375,0.23327441858295128,no,yes,1.0,0.6089680092188896,Sometimes,0,0.0,no,1.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.5249999999999999,0.22031472866167623,yes,yes,0.0,0.6089680092188896,Always,0,0.5,no,0.3333333333333333,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.9060045420165359,0.49999999999999956,0.3110325581106017,no,yes,1.0,0.6089680092188896,Sometimes,0,0.0,no,0.3333333333333333,0.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.9060045420165359,0.6249999999999996,0.4276697674020773,no,yes,0.5,0.6089680092188896,Always,0,0.5,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.7499999999999996,0.46654883716590256,yes,no,1.0,0.6089680092188896,Frequently,0,0.0,no,0.6666666666666666,0.5,no,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.7499999999999996,0.4017503875595272,no,yes,1.0,1.0,Sometimes,0,0.5,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.7942703676287861,0.2749999999999999,0.07775813952765043,no,yes,0.5,0.6089680092188896,Sometimes,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.25,0.3110325581106017,no,yes,0.5,0.6089680092188896,Sometimes,0,0.0,no,0.0,0.5,Sometimes,0,0,0,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.34733367007778826,0.5499999999999994,0.3628713177957019,yes,yes,1.0,0.0,Always,0,0.5,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.7499999999999996,0.46654883716590256,yes,no,1.0,0.6089680092188896,Frequently,0,0.0,no,1.0,0.5,no,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.570802018853287,0.7499999999999996,0.22031472866167623,no,no,1.0,0.6089680092188896,Frequently,0,0.5,no,0.6666666666666666,0.0,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.8749999999999996,0.4276697674020773,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.0,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.49999999999999956,0.41471007748080224,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
0,0.34733367007778826,0.25,0.24623410850422633,no,yes,0.5,0.0,Sometimes,0,0.0,no,0.3333333333333333,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.6249999999999996,0.2112429457167836,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.570802018853287,0.6749999999999994,0.4795085270871776,yes,no,1.0,1.0,Frequently,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.12386532130228911,0.7250000000000001,0.4535891472446274,yes,no,1.0,0.0,Sometimes,0,1.0,no,1.0,0.5,Sometimes,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.12386532130228911,0.49999999999999956,0.557266666614828,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.0,no,0.0,0.5,Sometimes,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.0,0.8749999999999996,0.1425565891340258,no,yes,1.0,1.0,Frequently,0,0.0,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.7250000000000001,0.22031472866167623,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.6666666666666666,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.9999999999999996,0.46654883716590256,yes,yes,0.5,0.0,Sometimes,0,0.5,no,0.3333333333333333,0.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.570802018853287,0.6249999999999996,0.22031472866167623,no,no,1.0,1.0,Always,0,1.0,yes,1.0,0.0,no,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.012131146914539315,0.0,0.18143565889785096,no,yes,0.5,0.6089680092188896,Frequently,0,0.5,yes,0.3333333333333333,1.0,Frequently,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.12386532130228911,0.6249999999999996,0.1425565891340258,no,yes,0.0,1.0,Frequently,0,0.0,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.6249999999999996,0.3369519379531518,no,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.8249999999999997,0.32917612400038687,yes,yes,1.0,0.6089680092188896,Frequently,0,0.5,no,1.0,1.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.375,0.3369519379531518,no,yes,1.0,0.0,Sometimes,0,0.5,yes,0.3333333333333333,1.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
0,0.12386532130228911,0.20000000000000018,0.03887906976382527,no,no,0.5,0.6089680092188896,Sometimes,0,0.0,yes,0.6666666666666666,0.0,Frequently,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.34733367007778826,0.8749999999999996,0.4276697674020773,no,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.375,0.1425565891340258,no,no,0.5,0.6089680092188896,Sometimes,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.570802018853287,0.7250000000000001,0.8553395348041546,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.0,Sometimes,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,0.570802018853287,0.49999999999999956,0.34991162787442687,no,no,1.0,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.9999999999999996,1.0000000000000002,yes,yes,1.0,0.6089680092188896,Frequently,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,0,1,0,0,NObeyesdad_Obesity_Type_III
1,0.0,0.6249999999999996,0.20735503874040118,no,yes,1.0,0.6089680092188896,Always,0,0.5,no,1.0,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.2250000000000001,0.10367751937020064,yes,no,1.0,0.6089680092188896,Always,0,0.0,no,0.6666666666666666,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.8749999999999996,0.751662015433954,yes,yes,0.5,0.6089680092188896,Sometimes,0,1.0,no,0.3333333333333333,0.5,Sometimes,0,0,0,1,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.012131146914539315,0.9250000000000003,0.5313472867722779,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,1.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.9999999999999996,1.0000000000000002,yes,yes,0.5,0.6089680092188896,Always,0,1.0,no,0.3333333333333333,0.5,Sometimes,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,0.0,0.7499999999999996,0.4017503875595272,yes,no,0.5,0.6089680092188896,Sometimes,0,0.0,no,1.0,1.0,Sometimes,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.9060045420165359,0.49999999999999956,0.27215348834677644,no,no,1.0,1.0,Always,0,0.5,no,0.6666666666666666,0.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.375,0.18143565889785096,no,yes,0.0,0.6089680092188896,Sometimes,0,0.0,no,0.6666666666666666,1.0,Sometimes,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.6825361932410368,0.375,0.15551627905530085,yes,yes,0.0,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.5,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.375,0.2591937984255014,no,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,1.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.25,0.29807286818932666,no,yes,1.0,0.0,Sometimes,0,0.0,no,0.3333333333333333,0.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.0,0.9999999999999996,0.27215348834677644,no,no,1.0,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.5,no,0,0,0,1,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.6249999999999996,0.22031472866167623,yes,yes,0.0,0.6089680092188896,Sometimes,0,0.0,no,0.3333333333333333,0.5,no,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.7499999999999996,0.92013798441053,yes,no,0.5,0.0,Sometimes,0,0.0,no,0.3333333333333333,0.0,Frequently,0,0,0,0,0,0,1,0,0,0,NObeyesdad_Obesity_Type_II
0,1.0,0.2749999999999999,0.1166372092914757,yes,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.9999999999999996,0.46654883716590256,no,yes,0.5,0.6089680092188896,Frequently,0,0.0,no,0.3333333333333333,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.2749999999999999,0.5313472867722779,yes,yes,0.5,0.0,Sometimes,0,0.5,no,0.6666666666666666,0.0,no,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,1.0,0.49999999999999956,0.44062945732335235,yes,no,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.0,Sometimes,0,0,0,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.12386532130228911,0.8749999999999996,0.5313472867722779,no,yes,0.5,0.0,Sometimes,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.6825361932410368,0.9750000000000001,0.6091054262999283,yes,yes,0.5,0.0,Always,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.6825361932410368,0.6249999999999996,0.3758310077169771,no,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.0,Sometimes,0,1,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.6749999999999994,0.570226356536103,yes,yes,0.5,0.0,Sometimes,0,0.5,no,1.0,0.0,Sometimes,0,0,0,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,1.0,0.3250000000000002,0.3110325581106017,no,yes,0.5,0.6089680092188896,Frequently,0,0.5,no,1.0,0.5,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
0,1.0,0.5749999999999997,0.570226356536103,yes,yes,0.5,0.0,Sometimes,0,0.5,no,0.0,0.0,no,0,0,0,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.23559949569003846,0.3250000000000002,0.4535891472446274,no,no,1.0,0.6089680092188896,Frequently,0,0.5,no,1.0,0.5,Sometimes,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.12386532130228911,0.8749999999999996,0.27215348834677644,no,yes,0.5,0.6089680092188896,Sometimes,0,0.0,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.42500000000000027,0.38879069763825214,yes,yes,1.0,0.0,Always,0,0.5,yes,0.3333333333333333,1.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
0,0.012131146914539315,0.42500000000000027,0.24623410850422633,no,yes,1.0,0.6089680092188896,Sometimes,0,0.0,no,0.0,1.0,no,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.34733367007778826,0.2250000000000001,0.22031472866167623,no,yes,0.5,0.0,Sometimes,0,0.5,no,0.0,1.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.7749999999999999,0.4017503875595272,yes,yes,0.5,1.0,Frequently,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.8749999999999996,0.6868635658275786,yes,yes,0.5,0.0,Frequently,0,1.0,no,0.3333333333333333,0.0,Sometimes,0,0,0,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,1.0,0.3250000000000002,0.27215348834677644,yes,no,1.0,0.6089680092188896,Sometimes,0,0.0,no,0.6666666666666666,0.0,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.7749999999999999,0.3758310077169771,no,no,0.5,1.0,Frequently,0,0.5,no,0.3333333333333333,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.6999999999999997,0.4017503875595272,no,yes,1.0,0.6089680092188896,Frequently,0,0.0,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.6249999999999996,0.4017503875595272,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.0,1.0,Sometimes,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.7942703676287861,0.6249999999999996,0.570226356536103,no,yes,1.0,0.6089680092188896,Sometimes,0,1.0,yes,1.0,0.0,no,0,1,0,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,0.34733367007778826,0.8749999999999996,0.46654883716590256,yes,yes,1.0,0.6089680092188896,Frequently,0,0.0,no,0.6666666666666666,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.375,0.22031472866167623,yes,no,0.5,0.6089680092188896,Frequently,0,0.0,no,0.0,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.0,0.6249999999999996,0.7646217053552291,yes,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.5,Sometimes,0,0,0,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.012131146914539315,0.375,0.27215348834677644,yes,yes,1.0,0.0,Sometimes,0,0.0,yes,0.0,1.0,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.0,0.25,0.07775813952765043,no,yes,0.5,0.6089680092188896,Frequently,0,0.5,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.012131146914539315,0.3500000000000001,0.18143565889785096,no,no,0.0,0.6089680092188896,Sometimes,0,0.0,no,0.3333333333333333,1.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.125,0.46654883716590256,yes,yes,0.5,0.6089680092188896,Frequently,0,0.0,no,0.0,0.0,Sometimes,0,1,0,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,0.012131146914539315,0.8249999999999997,0.8942186045679799,yes,no,0.5,0.6089680092188896,Sometimes,0,1.0,no,0.3333333333333333,0.0,no,0,0,1,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
0,0.0,0.3999999999999999,0.3369519379531518,yes,yes,0.0,0.0,Sometimes,0,0.5,no,0.0,0.0,no,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.570802018853287,0.6499999999999999,0.1425565891340258,yes,yes,0.5,0.6089680092188896,Always,0,1.0,no,0.0,1.0,no,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.012131146914539315,0.6249999999999996,0.1425565891340258,no,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.5,Sometimes,0,0,0,1,0,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.7749999999999999,0.3952705425988896,no,no,1.0,0.6089680092188896,Frequently,0,1.0,no,0.6666666666666666,1.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.6249999999999996,0.5054279069297276,no,yes,0.0,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.5,Sometimes,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.0,0.20000000000000018,0.20735503874040118,yes,yes,0.5,0.6089680092188896,Sometimes,0,0.0,no,0.0,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.23559949569003846,0.2250000000000001,0.0,yes,yes,0.0,0.6089680092188896,Sometimes,0,0.5,no,1.0,1.0,Sometimes,0,0,1,0,0,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.25,0.2591937984255014,yes,no,1.0,0.6089680092188896,Sometimes,0,0.0,no,0.6666666666666666,0.5,Frequently,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.5249999999999999,0.27215348834677644,no,yes,0.5,1.0,Frequently,0,1.0,no,0.0,0.0,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.34733367007778826,0.9999999999999996,1.0000000000000002,yes,yes,1.0,0.0,Always,0,0.0,no,0.0,0.0,Sometimes,0,0,1,0,0,0,1,0,0,0,NObeyesdad_Obesity_Type_II
1,0.34733367007778826,0.49999999999999956,0.27215348834677644,no,no,1.0,0.0,Frequently,0,0.0,no,0.0,0.0,Sometimes,0,1,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.49999999999999956,0.4017503875595272,yes,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.0,0.0,no,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.9060045420165359,0.9499999999999997,0.557266666614828,no,yes,0.5,0.6089680092188896,Always,0,0.5,no,0.3333333333333333,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.9499999999999997,0.777581395276504,yes,yes,1.0,0.0,Frequently,0,0.5,no,0.6666666666666666,0.5,Sometimes,0,0,0,1,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
0,0.9060045420165359,0.5249999999999999,0.9460573642530801,yes,no,1.0,0.6089680092188896,Sometimes,0,1.0,no,0.0,0.0,no,0,0,0,0,0,0,0,1,0,0,NObeyesdad_Obesity_Type_III
1,1.0,0.8249999999999997,0.44062945732335235,no,yes,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.5,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.012131146914539315,0.7250000000000001,0.6091054262999283,no,no,1.0,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.0,no,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,1.0,0.7749999999999999,0.35639147283506445,no,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,1.0,0.5,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.12386532130228911,0.1499999999999999,0.2591937984255014,yes,yes,1.0,0.6089680092188896,Frequently,0,0.0,no,0.3333333333333333,1.0,Sometimes,0,0,0,1,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.23559949569003846,0.8999999999999999,0.5183875968510028,yes,no,1.0,0.0,Sometimes,0,0.5,no,0.0,0.0,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,1.0,0.25,0.20735503874040118,yes,yes,1.0,0.0,Sometimes,0,1.0,no,0.6666666666666666,0.5,Sometimes,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,0.23559949569003846,0.9499999999999997,0.34991162787442687,no,no,0.5,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.5,no,0,0,1,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
0,0.23559949569003846,0.375,0.3369519379531518,no,no,1.0,0.6089680092188896,Sometimes,0,0.5,yes,0.0,0.0,Sometimes,0,0,1,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,1.0,0.9999999999999996,0.5961457363786531,no,yes,0.5,0.6089680092188896,Frequently,0,0.5,no,0.3333333333333333,0.0,Sometimes,0,0,0,0,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.7499999999999996,0.5961457363786531,no,no,0.5,0.6089680092188896,Sometimes,0,0.5,yes,0.3333333333333333,0.0,Sometimes,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
1,1.0,0.9499999999999997,0.959017054174355,yes,yes,0.5,0.0,Always,0,0.5,no,0.3333333333333333,1.0,Frequently,0,0,0,0,0,1,0,0,0,0,NObeyesdad_Obesity_Type_I
1,0.0,0.6499999999999999,0.4276697674020773,yes,yes,1.0,0.6089680092188896,Sometimes,0,1.0,no,0.6666666666666666,0.5,no,0,0,0,1,1,0,0,0,0,0,NObeyesdad_Normal_Weight
1,1.0,0.9750000000000001,0.6350248061424784,no,yes,1.0,0.6089680092188896,Sometimes,0,0.0,yes,0.6666666666666666,0.0,no,0,0,0,0,0,0,0,0,1,0,NObeyesdad_Overweight_Level_I
1,0.012131146914539315,0.7999999999999994,0.6220651162212034,yes,yes,1.0,0.6089680092188896,Sometimes,0,0.5,no,0.3333333333333333,0.5,Frequently,0,0,1,0,0,0,0,0,0,1,NObeyesdad_Overweight_Level_II
